         i         lr    lrdecay          p         wd   accuracy
      1724       -2.0        0.1        0.0        0.6       0.04
      1725       -5.0        0.2        0.8        0.9       0.01
      1726        0.0        0.2        0.0        0.7       0.43
      1727        0.0        0.3        0.4        0.1       0.04
      1728       -1.0        0.9        0.9        0.0       0.42
      1729       -3.0        0.0        0.1        0.7       0.23
      1730       -3.0        0.5        0.0        0.3       0.02
      1731       -5.0        0.5        0.4        0.7       0.00
      1732       -5.0        1.0        1.0        1.0       0.37
      1733       -4.0        0.0        0.8        0.8       0.00
      1734       -5.0        0.5        0.4        0.3       0.11
      1735       -1.0        0.2        1.0        1.0       0.00
      1736       -5.0        0.8        0.6        0.0       0.06
      1737       -3.0        1.0        0.8        0.4       0.43
      1738        0.0        0.6        0.8        0.9       0.40
      1739       -3.0        0.2        0.9        0.8       0.19
      1740       -2.0        0.8        0.6        0.7       0.06
      1741       -1.0        1.0        0.1        0.5       0.43
      1742       -4.0        0.3        0.5        0.3       0.37
      1743       -3.0        0.7        0.1        0.0       0.14
      1744       -3.0        0.7        0.2        0.5       0.03
      1745       -2.0        1.0        0.1        0.9       0.43
      1746        0.0        0.4        0.8        0.6       0.34
      1747       -4.0        0.3        0.9        0.8       0.14
      1748       -2.0        0.7        0.6        0.8       0.00
      1749       -2.0        0.1        0.6        0.8       0.10
      1750       -4.0        0.0        0.3        0.3       0.09
      1751       -2.0        0.3        0.3        0.1       0.15
      1752       -1.0        0.7        1.0        0.1       0.31
      1753        0.0        0.8        0.5        1.0       0.40
      1754        0.0        0.5        0.2        0.6       0.40
      1755       -4.0        0.8        0.7        0.4       0.03
      1756       -2.0        0.3        0.5        0.0       0.01
      1757       -1.0        0.6        0.5        0.8       0.32
      1758        0.0        0.5        0.0        0.8       0.40
      1759       -3.0        0.3        0.2        0.5       0.00
      1760       -1.0        0.2        0.2        1.0       0.24
      1761       -1.0        0.6        0.1        1.0       0.05
      1762       -2.0        0.7        0.9        0.6       0.00
      1763        0.0        0.4        0.7        0.4       0.03
      1764       -3.0        0.6        0.0        0.8       0.03
      1765       -5.0        0.4        0.5        0.8       0.01
      1766       -1.0        0.9        0.8        0.2       0.41
      1767        0.0        0.3        0.5        0.6       0.40
      1768       -3.0        0.3        0.1        0.0       0.01
      1769       -3.0        0.7        0.5        0.1       0.16
      1770       -2.0        0.8        0.0        1.0       0.01
      1771       -2.0        1.0        0.7        0.2       0.43
      1772       -2.0        0.4        0.4        0.6       0.14
      1773       -5.0        0.2        0.3        0.3       0.09
      1774       -4.0        0.0        0.0        0.5       0.43
      1775       -4.0        0.0        0.7        1.0       0.05
      1776       -2.0        0.0        1.0        0.5       0.28
      1777       -3.0        0.5        0.2        0.9       0.02
      1778        0.0        0.8        0.7        0.6       0.40
      1779       -1.0        0.4        0.6        0.2       0.05
      1780       -2.0        0.2        0.0        0.0       0.16
      1781       -2.0        0.0        0.0        0.9       0.11
      1782        0.0        0.5        0.7        0.5       0.05
      1783       -4.0        0.4        0.5        0.1       0.01
      1784        0.0        0.5        0.1        0.1       0.43
      1785       -4.0        0.2        0.3        0.2       0.04
      1786       -2.0        0.5        0.2        0.5       0.25
      1787       -4.0        0.1        0.2        0.8       0.00
      1788       -2.0        0.4        0.2        0.7       0.04
      1789       -2.0        0.4        0.0        0.7       0.27
      1790       -4.0        0.9        1.0        0.5       0.43
      1791       -5.0        0.1        0.2        0.6       0.17
      1792       -4.0        0.9        0.9        0.8       0.29
      1793       -2.0        0.2        0.0        0.7       0.11
      1794        0.0        0.1        0.0        0.6       0.43
      1795       -5.0        0.3        0.1        0.8       0.00
      1796       -3.0        0.2        0.0        0.8       0.03
      1797       -5.0        0.7        0.5        0.6       0.08
      1798       -2.0        0.7        0.3        0.6       0.22
      1799       -3.0        0.7        0.2        0.7       0.09
      1800       -2.0        0.3        0.2        1.0       0.40
      1801       -1.0        0.2        0.6        0.1       0.11
      1802       -3.0        0.1        0.2        0.0       0.21
      1803       -3.0        0.5        0.1        1.0       0.02
      1804        0.0        0.3        0.4        0.0       0.39
      1805       -1.0        0.3        0.6        0.2       0.23
      1806       -5.0        0.6        0.7        0.1       0.00
      1807       -1.0        0.9        0.9        0.3       0.39
      1808       -5.0        0.1        0.7        0.4       0.22
      1809        0.0        0.3        1.0        0.2       0.03
      1810        0.0        0.8        0.1        0.5       0.43
      1811       -4.0        0.0        0.4        0.3       0.00
      1812       -2.0        0.9        0.1        0.9       0.01
      1813       -3.0        0.5        0.0        0.0       0.16
      1814       -5.0        0.4        0.2        0.7       0.07
      1815       -5.0        0.0        0.1        0.0       0.00
      1816       -3.0        0.5        0.8        0.3       0.05
      1817       -2.0        0.4        0.7        0.7       0.13
      1818       -3.0        0.0        0.2        0.0       0.18
      1819       -2.0        0.4        0.0        0.2       0.02
      1820       -3.0        0.4        0.4        0.8       0.00
      1821        0.0        0.9        0.5        0.2       0.43
      1822       -2.0        0.8        0.5        0.1       0.15
      1823        0.0        0.7        0.3        0.5       0.43
      1824       -4.0        0.2        0.4        0.0       0.34
      1825       -1.0        0.8        0.0        0.6       0.19
      1826       -5.0        0.3        0.4        0.1       0.35
      1827       -1.0        0.2        0.3        0.0       0.18
      1828       -5.0        0.0        0.5        0.6       0.15
      1829       -2.0        0.6        0.3        0.0       0.13
      1830       -5.0        0.5        0.1        0.9       0.31
      1831       -3.0        0.4        0.9        0.2       0.08
      1832       -4.0        0.8        0.2        0.5       0.03
      1833       -4.0        0.4        1.0        0.8       0.40
      1834       -2.0        0.6        1.0        0.5       0.01
      1835       -2.0        0.7        0.2        0.7       0.01
      1836       -2.0        0.8        0.6        1.0       0.00
      1837       -5.0        0.5        0.2        0.7       0.11
      1838       -1.0        0.0        0.7        0.2       0.25
      1839       -5.0        0.7        0.9        0.0       0.00
      1840       -3.0        0.0        0.5        0.9       0.05
      1841       -5.0        0.2        0.4        1.0       0.06
      1842        0.0        0.4        0.6        0.2       0.12
      1843       -2.0        0.3        0.0        0.6       0.00
      1844       -5.0        1.0        1.0        0.8       0.40
      1845       -1.0        0.7        0.5        0.7       0.29
      1846       -1.0        1.0        0.1        0.4       0.40
      1847        0.0        0.3        1.0        0.7       0.18
      1848       -5.0        0.6        1.0        0.3       0.37
      1849       -3.0        0.1        0.8        0.3       0.09
      1850       -4.0        0.9        0.6        0.2       0.08
      1851       -1.0        0.3        0.5        0.6       0.06
      1852       -2.0        0.2        0.8        0.9       0.11
      1853       -1.0        0.1        0.5        0.9       0.05
      1854       -5.0        1.0        0.8        0.1       0.54
      1855       -4.0        0.2        0.5        0.8       0.02
      1856       -4.0        0.2        0.0        0.2       0.02
      1857       -4.0        0.5        0.6        0.8       0.01
      1858       -1.0        0.0        0.6        0.2       0.32
      1859       -5.0        0.6        0.5        0.7       0.18
      1860       -4.0        0.7        0.9        0.7       0.01
      1861       -1.0        1.0        0.2        0.8       0.43
      1862       -5.0        0.2        0.8        1.0       0.00
      1863        0.0        0.4        0.0        0.0       0.15
      1864       -3.0        0.3        0.9        0.9       0.11
      1865       -1.0        0.9        0.5        1.0       0.43
      1866       -4.0        0.7        0.1        0.8       0.03
      1867       -3.0        0.7        0.2        0.9       0.01
      1868       -2.0        0.8        0.0        0.3       0.00
      1869       -3.0        0.3        0.5        0.6       0.03
      1870       -1.0        0.6        0.8        0.3       0.51
      1871       -1.0        0.7        0.5        1.0       0.39
      1872       -2.0        0.6        0.3        0.7       0.01
      1873       -5.0        0.4        0.0        0.9       0.00
      1874        0.0        0.3        0.6        0.0       0.43
      1875       -5.0        0.4        0.9        0.2       0.03
      1876       -2.0        0.6        1.0        0.7       0.12
      1877       -5.0        0.5        1.0        0.3       0.38
      1878       -3.0        0.6        0.3        0.1       0.06
      1879       -5.0        0.4        0.7        0.1       0.15
      1880       -5.0        0.7        0.6        0.6       0.13
      1881       -4.0        0.8        0.2        1.0       0.10
      1882       -3.0        1.0        0.1        1.0       0.41
      1883       -3.0        0.6        0.1        0.2       0.12
      1884       -4.0        0.3        0.8        1.0       0.39
      1885       -4.0        1.0        0.5        0.3       0.47
      1886       -1.0        0.2        0.2        0.3       0.01
      1887       -2.0        0.7        0.3        0.3       0.15
      1888       -5.0        1.0        0.7        0.9       0.43
      1889       -2.0        0.1        1.0        0.8       0.07
      1890       -1.0        0.5        0.5        0.0       0.00
      1891       -1.0        0.2        0.8        0.4       0.40
      1892       -1.0        0.5        0.9        0.4       0.40
      1893       -3.0        0.3        0.5        0.8       0.01
      1894       -1.0        0.1        0.1        0.3       0.32
      1895       -4.0        0.9        1.0        0.1       0.41
      1896        0.0        0.3        0.9        0.5       0.02
      1897       -1.0        0.6        0.1        0.7       0.04
      1898       -1.0        0.4        0.4        0.3       0.10
      1899       -4.0        1.0        1.0        0.6       0.41
      1900       -5.0        0.5        0.2        0.6       0.08
      1901       -3.0        0.3        0.2        0.8       0.21
      1902       -4.0        0.4        0.0        0.7       0.04
      1903       -3.0        0.7        0.2        0.2       0.22
      1904       -3.0        0.0        0.4        0.8       0.02
      1905       -4.0        0.6        0.9        0.2       0.08
      1906        0.0        0.1        0.8        0.2       0.43
      1907       -4.0        0.1        0.1        0.6       0.04
      1908       -1.0        0.1        0.1        0.7       0.11
      1909       -4.0        0.1        0.4        1.0       0.02
      1910        0.0        0.8        0.2        0.1       0.46
      1911       -3.0        0.5        0.2        0.2       0.35
      1912       -1.0        0.5        0.2        0.4       0.31
      1913       -1.0        0.0        0.3        0.0       0.10
      1914       -4.0        0.4        0.3        0.1       0.01
      1915       -2.0        0.9        0.5        0.2       0.04
      1916       -4.0        0.6        0.6        0.6       0.07
      1917       -5.0        0.8        0.4        0.7       0.05
      1918       -3.0        0.2        0.7        1.0       0.05
      1919       -5.0        0.7        0.4        0.2       0.17
      1920       -3.0        0.0        0.3        0.4       0.03
      1921       -1.0        1.0        0.0        0.7       0.43
      1922       -4.0        0.1        0.3        0.2       0.21
      1923       -5.0        0.8        0.8        0.3       0.06
      1924       -5.0        0.9        0.7        1.0       0.42
      1925       -4.0        0.2        0.0        0.8       0.05
      1926        0.0        0.9        0.1        0.8       0.43
      1927        0.0        0.9        0.5        0.1       0.43
      1928       -1.0        0.9        0.0        0.9       0.42
      1929       -1.0        0.1        0.3        0.8       0.02
      1930       -5.0        0.6        0.5        1.0       0.08
      1931       -2.0        0.1        1.0        1.0       0.14
      1932       -1.0        0.6        0.6        0.9       0.39
      1933       -5.0        0.3        0.9        0.9       0.00
      1934        0.0        0.6        0.6        0.5       0.47
      1935       -2.0        0.4        0.7        0.7       0.03
      1936        0.0        0.4        0.8        0.1       0.40
      1937        0.0        0.1        0.6        0.8       0.40
      1938        0.0        0.4        0.8        0.6       0.32
      1939       -3.0        0.0        0.7        0.6       0.17
      1940       -5.0        0.3        0.9        0.0       0.28
      1941       -5.0        0.1        0.5        0.7       0.02
      1942        0.0        0.2        0.0        0.2       0.36
      1943       -4.0        0.7        0.1        0.5       0.04
      1944       -2.0        0.3        0.8        0.5       0.02
      1945       -5.0        0.3        0.9        0.4       0.22
      1946       -5.0        0.3        0.0        0.7       0.16
      1947        0.0        0.8        0.7        0.6       0.43
      1948       -3.0        0.8        1.0        0.4       0.31
      1949        0.0        0.3        0.1        0.3       0.39
      1950       -1.0        0.5        0.1        0.9       0.13
      1951       -4.0        0.2        0.9        0.1       0.05
      1952       -1.0        0.8        0.2        0.6       0.16
      1953       -1.0        0.0        0.9        0.3       0.42
      1954       -2.0        0.0        0.5        0.9       0.15
      1955       -2.0        0.7        0.3        0.8       0.06
      1956       -2.0        0.7        0.2        0.0       0.08
      1957       -4.0        0.9        0.9        0.4       0.11
      1958       -1.0        0.5        0.8        0.4       0.43
      1959        0.0        0.0        0.5        1.0       0.25
      1960       -4.0        1.0        0.2        0.6       0.43
      1961       -4.0        0.5        0.8        0.9       0.09
      1962       -3.0        0.4        0.8        1.0       0.02
      1963       -1.0        0.3        0.9        0.2       0.43
      1964       -4.0        0.6        0.0        0.7       0.14
      1965       -5.0        0.0        0.8        0.4       0.13
      1966       -1.0        0.6        0.7        0.0       0.23
      1967       -4.0        0.2        0.7        0.0       0.00
      1968       -3.0        0.5        0.2        0.1       0.10
      1969       -5.0        0.9        0.8        1.0       0.08
      1970        0.0        0.9        0.6        0.5       0.43
      1971       -1.0        0.9        0.0        0.1       0.29
      1972        0.0        0.4        0.7        0.1       0.43
      1973        0.0        0.6        0.2        0.9       0.40
      1974       -3.0        0.5        0.4        0.0       0.09
      1975       -1.0        0.5        0.5        0.2       0.11
      1976       -1.0        0.0        0.2        0.3       0.25
      1977       -3.0        0.9        0.5        0.7       0.02
      1978       -2.0        0.1        0.2        0.1       0.14
      1979        0.0        0.0        0.7        0.0       0.40
      1980       -3.0        1.0        0.2        0.0       0.60
      1981        0.0        0.6        0.2        0.8       0.40
      1982       -3.0        0.2        0.1        0.4       0.04
      1983       -2.0        0.1        0.4        0.7       0.14
      1984       -1.0        1.0        0.7        0.6       0.43
      1985       -2.0        0.8        0.7        1.0       0.16
      1986       -2.0        0.0        0.1        0.1       0.01
      1987       -5.0        1.0        0.4        0.6       0.42
      1988       -3.0        0.0        1.0        0.5       0.40
      1989       -2.0        0.2        0.2        0.6       0.08
      1990       -2.0        0.3        0.1        0.6       0.09
      1991        0.0        0.7        0.3        1.0       0.43
      1992        0.0        0.7        0.6        1.0       0.43
      1993       -1.0        0.2        1.0        0.1       0.10
      1994       -4.0        0.8        0.2        0.5       0.33
      1995       -3.0        0.7        0.5        0.6       0.02
      1996       -4.0        0.6        0.6        0.5       0.02
      1997       -3.0        0.5        0.8        0.1       0.39
      1998       -4.0        0.2        0.6        0.4       0.18
      1999       -4.0        0.2        0.0        0.6       0.14
